Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1992","g/capita/day","2.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1993","g/capita/day","3"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1994","g/capita/day","3.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1995","g/capita/day","3.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1996","g/capita/day","3.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1997","g/capita/day","3.49"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1998","g/capita/day","3.56"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","1999","g/capita/day","3.68"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2000","g/capita/day","3.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2001","g/capita/day","3.91"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2002","g/capita/day","4.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2003","g/capita/day","4.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2004","g/capita/day","4.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2005","g/capita/day","4.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2006","g/capita/day","4.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2007","g/capita/day","4.53"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2008","g/capita/day","4.7"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2009","g/capita/day","4.75"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2010","g/capita/day","4.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2011","g/capita/day","5.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2012","g/capita/day","5.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Poultry Meat","2013","g/capita/day","5.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1961","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1962","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1963","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1964","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1965","g/capita/day","0.39"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1966","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1967","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1968","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1969","g/capita/day","0.39"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1970","g/capita/day","0.39"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1971","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1972","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1973","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1974","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1975","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1976","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1977","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1978","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1979","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1980","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1981","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1982","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1983","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1984","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1985","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1986","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1987","g/capita/day","0.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1988","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1989","g/capita/day","0.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1990","g/capita/day","0.31"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1991","g/capita/day","0.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1992","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1993","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1994","g/capita/day","0.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1995","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1996","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1997","g/capita/day","0.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1998","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","1999","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2000","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2001","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2002","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2003","g/capita/day","0.39"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2004","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2005","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2006","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2007","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2008","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2009","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2010","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2011","g/capita/day","0.46"
