,dam_name,height_m,reservoir_capacity_million_m^3,reservoir_area_km^2
1788,Koyna,103.0,2640.0,0.115
1798,Periyar Valley Barrage,11.79,169.79,16.4
1806,Matatila,45.72,1020.0,0.13885
1811,Umiam,36.0,181.3,
1812,Umiam,78.0,181.3,
1816,Bhadra,76.81,1790.0,0.11725
1829,Vir,35.81,,31.31
1831,Linganamakki,61.28,4290.0,0.31665
1840,Sholayar (Flanaking),28.0,153.47,8.698
1842,Sholayar (Saddle),19.0,153.47,8.698
1843,Upper Bhavani,80.0,101.2,70.85
1844,Tunacadavu,25.91,15.77,70.85
1845,Anayirankal,32.0,49.84,4.855
1852,Upper Bhavanipumping Weir,19.0,0.65,70.85
1866,Kangsabati,41.0,900.0,0.12432
1880,Porthimund,56.0,60.0,70.85
1881,Chulliar (Gyathristage Stag,30.5,13.7,1.65
1883,Kakki,116.13,450.0,0.01751
1892,Niralapallam Div Weir,18.0,,70.85
1893,Parson'S Valley,43.0,19.25,70.85
1894,Western Catchment No 1,18.0,0.126,70.85
1895,Western Catchment No 2,30.0,0.549,70.85
1896,Western Catchment No 3,26.0,,70.85
1919,Pamba,59.0,39.22,2.006
1922,Parambhikulam,73.15,504.66,70.85
1935,Pillur,88.0,44.4,70.85
1936,Wast Varahapallam Weir,18.0,0.4,70.85
1937,West Varahapallma Weir,35.0,1.36,70.85
1962,Yeldari,51.2,934.31,101.54
1992,Girna,54.56,608.96,60.04
2032,Itiadoh Dam,29.85,288.83,46.91
2040,Ranapratap Sagar,53.95,1570.0,0.19829
2082,Sholayar,105.16,140.0,0.00526
2083,Peruvaripallam,27.74,17.56,70.85
2088,Upper Aliyar,81.0,26.57,70.85
2108,Ukai,81.0,7090.0,
2139,Kodayar,88.0,98.51,70.85
2140,Kodayar Ii,61.0,0.888,70.85
2252,Ramganga,128.0,220.0,0.019719999999999998
2258,Pong,133.0,7290.0,0.26
2267,Idukki,169.16,1460.0,0.05983
2271,Ramganga Saddle,71.0,,70.85
2314,Kolkewadi,64.0,36.22,0.167
2347,Cheruthoni,138.38,1460.0,0.05983
2354,Uppar Nirar Weir,25.91,1.1,70.85
2356,Ichari,59.25,14.32,70.85
2428,Jayakwadi,41.3,2170.0,0.398
2435,Kulamavu,99.97,1460.0,0.05983
2460,Chinnakutiyar,29.0,2.77,70.85
2461,Kuttiyar,25.0,0.23,70.85
2464,Pykara New Forebay,45.0,5.85,70.85
2482,Gumti,30.0,,70.85
2501,Vir Baji Pasalkar,63.4,374.0,24.2
2504,Dhom,50.0,382.27,2.498
2506,Hidkal,62.48,1390.0,0.07804000000000001
2531,Pandoh,76.0,41.0,1.75
2542,Sriamasagar,43.0,2320.0,0.45082
2556,Balimela,70.0,3695.3,169.08
2583,Tulshi,48.68,98.29,0.533
2646,Eravangalar,30.0,2.4,70.85
2647,Highways,35.0,2.44,70.85
2648,Manalar,40.0,13.58,70.85
2650,Vennirar,29.0,0.144,70.85
2659,Tenughat,64.87,1000.0,0.0648
2688,Kadana,66.0,1200.0,
2696,Bommanahalli Pickup,28.96,96.9,15.53
2697,Thatti Halla,42.0,264.03,27.0
2730,Upper Muzhiyar,19.0,39.22,2.006
2751,R S Sagar,30.5,910.5,95.4
2791,Ujjani,56.4,1440.0,0.3365
2882,Savehakkalu,50.0,124.7,9.4
2907,Baira Siul Dam,53.0,3.75,0.152
2992,Lower Nirar,50.29,7.76,70.85
3163,Manikdoh,51.8,308.06,18.434
3204,Srisailam H.E.Project,145.0,4250.0,0.61642
3244,Tillari (Forebay),23.0,2.124,0.66
3247,Mahi Bajaj Sagar,74.5,1830.0,0.134
3252,Chakra,84.0,222.6,11.5
3264,Idamalayar,100.0,1020.0,0.00283
3297,Upper Kolab,55.0,940.0,0.122
3310,Rengali,70.5,4400.0,0.378
3334,Bhira (Pickup),28.0,9.09,8.08
3342,Tillar (Main),38.05,113.266,9.29
3345,Kanher,50.34,286.0,
3359,Sandheri,27.52,2.508,0.036
3370,Servalar,57.0,35.0,70.85
3371,Vandal Weir,20.5,,70.85
3436,Dhamni (Surya),59.0,285.31,16.13
3447,Supa,101.0,3760.0,0.123
3448,SALAL (Concrete Dam) NHPC,112.91,10.0,0.09356
3462,Majalgaon,31.19,453.64,78.13
3466,SALAL (Rockfill Dam) NHPC,118.0,10.0,0.09356
3487,Giakhai,15.84,2.12,0.193
3542,R.A.B.S. Project,69.8,3180.0,0.26797000000000004
3545,Birsinghpur (Mpseb),45.0,0.807,18.1
3597,Errattayar,23.5,5.351,0.97
3598,Gavi,18.0,39.22,2.006
3603,Totladoh,74.5,1090.0,0.07770999999999999
3622,Kasari,44.24,0.08756,0.534
3623,Patgaon,39.19,0.10524,0.01013
3635,Moozhiyar (Kakkad),30.04,1.5,0.1457
3636,Veluthodu (Kakkad),20.5,0.67,0.0635
3637,Kullar (Sabangin Aug),24.0,2.78,
3639,Maneri Bhali Stage I,39.0,6.08,70.85
3657,Minimata Bango,87.0,3050.0,0.18847
3689,Kuttiyadi (Augmentation),38.5,209.0,12.77
3785,Upper Wardha,46.2,786.48,93.122
3805,Chamera,140.0,110.0,0.0095
3868,Lower Periyar,39.0,5.3,0.445
3872,Indrawati (Upper Indrawati Project),45.0,1490.0,0.11
3873,Kapur (Upper Indrawati Project),64.0,1490.0,0.11
3874,Muran (Upper Indrawati Project),65.0,1490.0,0.11
3875,Podagada (Upper Indrawati Pro.),77.5,1490.0,0.11
3894,Uri,30.0,,
3907,Chaskaman,46.28,0.31817,18.218
3938,Almatti,52.24,6000.0,0.75425
3956,Thein (Ranjit Sagar),47.0,2340.0,
3958,Wan,67.65,83.465,4.391
3968,Kalpong,31.5,15.27,1.84
3974,Tehri,260.5,2620.0,0.042
3975,Indira Sagar,92.0,9750.0,0.9134800000000001
3976,Baglihar,143.0,150.0,0.00808
3977,Sardar Sarovar,162.0,9500.0,
3979,Kol (Ntpc),167.0,90.0,0.01302
3980,Kishau,236.0,1330.0,0.0217
3981,Lakhwar,204.0,330.0,0.0295
3982,Vyasi,88.0,,0.00965
3983,Rajghat,43.8,1945.0,2.453
3986,North Koel,67.86,960.0,0.0712
3989,Subansiri Lower HE Project(NHPC,130.0,440.0,0.0335
3995,Cileunca,19.0,12.0,21.0
4000,Ngebel,42.0,23.5,1.5
4012,Sengguruh,34.0,24.5,2.4
4148,Jatiluhur,105.0,2556.0,70.3
4149,Selorejo,49.0,62.3,2.8
4151,Soetami,97.5,390.0,2050.0
4152,Riam Kanan,57.0,1200.0,48.9
4153,Wlingi,46.0,24.0,0.4
4158,Sempor,58.0,56.9,43.0
4159,Larona (Batu Besi),32.0,10.0,2000.0
4164,Sigura-gura,46.0,0.81,3730.0
4165,Gajah Mungkur,40.0,735.0,1350.0
4166,Wonogiri,40.0,560.0,64.2
4170,Garung,36.0,27.0,47.0
4173,Tangga,82.0,0.713,3820.0
4177,Bening (Widas),35.6,33.0,2.1
4180,Saguling,99.0,875.0,30.2
4181,Pejengkolan,27.5,0.76,196.0
4184,Wadas Lintang,122.0,443.0,12.1
4186,Cirata,125.0,3200.0,53.1
4188,Mrica,110.0,193.5,1022.0
4189,Kedung Ombo,62.0,723.0,35.6
4191,Bakaru,15.0,8.38,1080.0
4195,Mamak,41.5,43.3,101.0
4200,Pengga,33.5,37.0,340.0
4202,Tiu Kulit,26.4,13.0,54.0
4207,Batutegi,120.0,630.0,424.0
4208,Pondok,32.0,38.1,32.9
4214,Kalola,34.8,126.0,122.0
4223,Kotopanjang,73.0,1545.0,333.7
4226,Wonorejo,97.0,259.0,126.3
4227,Bili-bili,73.0,305.0,16.1
4253,Oi,53.0,29.4,0.5
4255,Ochiai,33.0,3.9,0.2
4296,Miura,83.0,62.2,2.3
4316,Ashibetsu,17.0,6.3,0.1
4344,Maruyama,98.0,79.5,0.9
4360,Nozori,44.0,28.7,1.8
4375,Katsurazawa,64.0,92.7,4.1
4383,Kuromatagawadaiichi,91.0,42.9,1.2
4396,Tagokura,145.0,494.0,10.3
4398,Oyubari,68.0,87.3,3.0
4404,Yomikaki,32.0,4.4,0.2
4406,Okutadami,157.0,601.0,10.5
4407,Kijiyama,46.0,8.2,0.3
4415,Miboro,131.0,370.0,8.2
4431,Kamigo,24.0,7.7,0.6
4432,Kawabata,21.0,6.2,0.7
4438,Oshirakawa,95.0,14.2,0.6
4489,Takasaka,57.0,19.1,0.8
4492,Kanayama,57.0,151.0,8.0
4504,Kiso,35.0,4.4,0.4
4505,Sugadaira,42.0,3.5,0.2
4508,Otsumata,52.0,1.8,0.1
4518,Inekoki,60.0,10.7,0.4
4531,Midono,96.0,15.1,0.4
4546,Nokanan,30.0,4.8,0.6
4558,Hoheikyo,103.0,47.1,1.4
4592,Taisetsu,87.0,66.0,2.8
4598,Mazegawadaini,45.0,9.7,0.4
4599,Iwaya,128.0,173.5,3.5
4647,Higashiyama,70.0,12.5,0.3
4689,Aburumagawa,94.0,15.8,0.2
4698,Okawa,75.0,57.5,1.0
4714,Tadami,30.0,4.5,0.6
4716,Jozankei,118.0,82.3,1.7
4726,Sagae,112.0,109.0,2.6
4746,Sagurigawa,120.0,27.5,0.5
4758,Kitasato,49.0,108.0,4.1
4763,Misogawa,140.0,61.0,1.1
4766,Tokuyama,161.0,660.0,13.0
4770,Makio,105.0,75.0,1.6
4775,Nam Ngum,45.0,7010.0,
4776,Xeset 1,,30.0,
4777,Selabam,,30.0,
4778,Theun-Hinboun,,20.0,
4779,Houay-Ho,80.0,,
4780,Nam Leuk ,,,
4781,Nam Mang 3,22.0,,10.0
4783,Chenderoh,48.0,95.0,
4793,Temenggor,127.0,6050.0,
4795,Kenering,48.0,352.0,18.0
4796,Bersia,33.0,70.0,5.3
4798,Tenom Pangi ,,,
4799,Sultan Mahmud ,150.0,13600.0,2600.0
4802,Batang Ai ,110.0,750.0,24.0
4806,Pergau,,,
4818,Mobye,26.0,826.852,194.2
4820,Kinda,72.0,1077.998,26.3
4822,Sedawgyi ,,,
4824,Thaphanseik,,,
4827,Kosi,,,
4828,Kulekhani,114.0,85.3,1.3
4829,Gandaki ,44.0,,
4852,Mangla ,116.0,10147.59,
4862,Tarbela ,137.0,11960.1,260.0
4904,Yonki,60.0,,
4905,Sirinumu,,,
4907,Ambuklao Dam,129.0,327.0,
4908,Binga Dam,107.0,91.0,
4914,Angat Dam,131.0,1065.0,
4915,Masiway,25.0,6.0,0.5
4916,Pantabangan Dam,107.0,2310.0,
4917,Magat Dam,114.0,1250.0,
4918,Pulangi IV,115.0,287.0,
4919,San Roque,200.0,850.0,
4921,Hwachon,82.0,1018.426,24.7
4931,Hoengsong,49.0,86.9,
4934,Toam,72.0,51.4,0.9
4944,Choonchon,40.0,150.0,12.2
4945,Uiam,23.0,57.52,12.4
4946,Namgang,21.0,309.0,16.2
4950,Soyanggang,123.0,2900.0,0.0394
4951,Paldang,,244.0,8.5
4958,An Dong,83.0,1248.0,35.6
4965,Chongyong,23.0,185.0,10.9
4967,Chungju,98.0,2750.0,51.6
4970,Hapchon,96.0,790.0,15.0
4972,Imha,73.0,595.0,14.0
4998,Kothmale,,,
5004,Victoria Falls,106.0,730.0,
5006,Udawalawa,,80.0,34.0
5046,Samanalawewa,110.0,218.0,8.97
5048,Bhumipol,154.0,13462.0,316.0
5049,Nam Pung,40.0,165.0,2.165
5050,Kaeng Krachan,58.0,710.0,4.65
5051,Ubol Ratana,32.0,2.559,41.0
5052,Lam Takhong,40.3,310.0,3.7
5054,Lam Phra Phloeng,50.0,110.0,1.31
5055,Sirikit,133.6,9510.0,260.0
5056,Sirindhorn,42.0,1966.0,288.0
5058,Chulabhorn,70.0,188.0,31.0
5061,Srinagarind,140.0,7.47,419.0
5063,Bang Lang,85.0,1404.0,5.09
5064,Tha Tung Na,30.0,548.0,3.2
5067,Huai Kum,36.0,22.8,1.8
5069,Mae Chang,40.0,109.0,1.23
5070,Vajiralongkorn,92.0,8860.0,388.0
5074,Rat Cha Prapa,94.0,5638.8,16.5
5081,Pakmun,17.0,114.3,1.7
5084,Khlong Thadan,95.0,224.0,0.494
5086,Son La,138.1,9260.0,224.0
5087,Ban Ve,138.0,1800.0,
5088,Ba Ha,50.0,350.0,
5099,Ben May,27.0,174.0,30.0
5100,Cua Dat,118.5,1365.0,
5107,A Vuong,72.0,344.0,
5109,Quang Tri,70.0,,
5112,Nam Muc,55.5,27.7,1.47
5116,Thac Mo ,,1360.0,
5120,Ta Trach,56.0,509.0,
5122,Dak Uy,34.5,26.2,
5123,Se San 3A,35.0,80.6,
5130,Tuyen Quang,92.2,2245.0,
5133,Dai Ninh,54.0,300.0,22.6
5134,Nuoc Trong,72.0,220.0,12.9
5138,Dinh Binh,54.0,170.0,
5144,Don Duong,,177.0,
5146,Thac Ba,48.0,2940.0,235.0
5149,Cam Son,41.5,338.0,26.0
5153,Yen Lap,38.0,127.5,
5155,Nui Coc,27.0,175.5,
5157,Dau Tieng,28.0,1580.0,
5158,Tuyen Lam,32.0,10.6,3.2
5159,Phu Ninh,40.0,344.0,34.33
5160,Ke Go,40.4,425.0,
5161,Tri An,40.0,2765.0,323.0
5163,Hoa Binh,128.0,9450.0,
5166,Dray Ling,,,
5169,Da Teh ,27.3,24.0,
5173,Ayun ha,36.0,253.0,37.0
5176,Ham Thuan,93.5,695.0,12.52
5177,Da My,80.0,140.0,6.3
5178,Song Hinh,,357.0,
5181,Yaly,69.0,1037.0,64.5
