crop,year,mass_t
"Brazil nuts, with shell",1985,63450
"Brazil nuts, with shell",1986,63898
"Brazil nuts, with shell",1987,60524
"Brazil nuts, with shell",1988,52078
"Brazil nuts, with shell",1989,49740
"Brazil nuts, with shell",1990,75768
"Brazil nuts, with shell",1991,59337
"Brazil nuts, with shell",1992,49619
"Brazil nuts, with shell",1993,50787
"Brazil nuts, with shell",1994,61995
"Brazil nuts, with shell",1995,62547
"Brazil nuts, with shell",1996,46267
"Brazil nuts, with shell",1997,52486
"Brazil nuts, with shell",1998,47017
"Brazil nuts, with shell",1999,68713
"Brazil nuts, with shell",2000,65553
"Brazil nuts, with shell",2001,62098
"Brazil nuts, with shell",2002,62498
"Brazil nuts, with shell",2003,63473
"Brazil nuts, with shell",2004,65370
"Brazil nuts, with shell",2005,74945
"Brazil nuts, with shell",2006,75252
"Brazil nuts, with shell",2007,79070
"Brazil nuts, with shell",2008,80601
"Brazil nuts, with shell",2009,88872
"Brazil nuts, with shell",2010,90721
"Brazil nuts, with shell",2011,91893
"Brazil nuts, with shell",2012,89948
"Brazil nuts, with shell",2013,91436
"Brazil nuts, with shell",2014,94306
"Brazil nuts, with shell",2015,97455
"Brazil nuts, with shell",2016,101978
"Brazil nuts, with shell",2017,88012
"Brazil nuts, with shell",2018,94437
"Broad beans, horse beans, dry",1961,4842684
"Broad beans, horse beans, dry",1962,6201802
"Broad beans, horse beans, dry",1963,5314738
"Broad beans, horse beans, dry",1964,5557705
"Broad beans, horse beans, dry",1965,5585971
"Broad beans, horse beans, dry",1966,4637356
"Broad beans, horse beans, dry",1967,4544887
"Broad beans, horse beans, dry",1968,4301390
"Broad beans, horse beans, dry",1969,4262570
"Broad beans, horse beans, dry",1970,4521898
"Broad beans, horse beans, dry",1971,4471669
"Broad beans, horse beans, dry",1972,4454937
"Broad beans, horse beans, dry",1973,4242961
"Broad beans, horse beans, dry",1974,4262681
"Broad beans, horse beans, dry",1975,4244673
"Broad beans, horse beans, dry",1976,4130222
"Broad beans, horse beans, dry",1977,3961525
"Broad beans, horse beans, dry",1978,4293740
"Broad beans, horse beans, dry",1979,4480917
"Broad beans, horse beans, dry",1980,4494090
"Broad beans, horse beans, dry",1981,4074732
"Broad beans, horse beans, dry",1982,4304464
"Broad beans, horse beans, dry",1983,4176444
"Broad beans, horse beans, dry",1984,4300805
"Broad beans, horse beans, dry",1985,4025664
"Broad beans, horse beans, dry",1986,4063187
"Broad beans, horse beans, dry",1987,4236077
"Broad beans, horse beans, dry",1988,4651534
"Broad beans, horse beans, dry",1989,4214237
"Broad beans, horse beans, dry",1990,4351502
"Broad beans, horse beans, dry",1991,3355188
"Broad beans, horse beans, dry",1992,2768784
"Broad beans, horse beans, dry",1993,3522276
"Broad beans, horse beans, dry",1994,3619076
"Broad beans, horse beans, dry",1995,3605726
"Broad beans, horse beans, dry",1996,3675436
"Broad beans, horse beans, dry",1997,3412803
"Broad beans, horse beans, dry",1998,3793049
"Broad beans, horse beans, dry",1999,3555255
"Broad beans, horse beans, dry",2000,3782073
"Broad beans, horse beans, dry",2001,4153399
"Broad beans, horse beans, dry",2002,4334570
"Broad beans, horse beans, dry",2003,4545595
"Broad beans, horse beans, dry",2004,4319717
"Broad beans, horse beans, dry",2005,4450126
"Broad beans, horse beans, dry",2006,4093325
"Broad beans, horse beans, dry",2007,3892723
"Broad beans, horse beans, dry",2008,4286517
"Broad beans, horse beans, dry",2009,4314477
"Broad beans, horse beans, dry",2010,4357086
"Broad beans, horse beans, dry",2011,4617245
"Broad beans, horse beans, dry",2012,4494834
"Broad beans, horse beans, dry",2013,4500777
"Broad beans, horse beans, dry",2014,4296883
"Broad beans, horse beans, dry",2015,4560780
"Broad beans, horse beans, dry",2016,4916862
"Broad beans, horse beans, dry",2017,5370453
"Broad beans, horse beans, dry",2018,4923090
Buckwheat,1961,2479596
Buckwheat,1962,2648790
Buckwheat,1963,2039149
Buckwheat,1964,2201085
Buckwheat,1965,2695458
Buckwheat,1966,2578392
Buckwheat,1967,2777463
Buckwheat,1968,2965281
Buckwheat,1969,3078816
Buckwheat,1970,3028054
Buckwheat,1971,3188992
Buckwheat,1972,2858577
Buckwheat,1973,3491936
Buckwheat,1974,3420126
Buckwheat,1975,3291786
Buckwheat,1976,3475938
Buckwheat,1977,3074767
Buckwheat,1978,3659921
Buckwheat,1979,3756677
Buckwheat,1980,3259645
Buckwheat,1981,3399060
Buckwheat,1982,3579833
Buckwheat,1983,3569416
Buckwheat,1984,3851523
Buckwheat,1985,3309663
Buckwheat,1986,2923462
Buckwheat,1987,3511265
Buckwheat,1988,3118065
Buckwheat,1989,3141949
Buckwheat,1990,3622635
Buckwheat,1991,3983969
Buckwheat,1992,4975234
Buckwheat,1993,4257561
Buckwheat,1994,3772502
Buckwheat,1995,3464679
Buckwheat,1996,3271629
Buckwheat,1997,3694888
Buckwheat,1998,3096292
Buckwheat,1999,2789485
Buckwheat,2000,3780798
Buckwheat,2001,2590077
Buckwheat,2002,1829880
Buckwheat,2003,2569616
Buckwheat,2004,2291097
Buckwheat,2005,2080804
Buckwheat,2006,1940670
Buckwheat,2007,2378845
Buckwheat,2008,2220113
Buckwheat,2009,1800527
Buckwheat,2010,1454590
Buckwheat,2011,2368023
Buckwheat,2012,2262982
Buckwheat,2013,2263764
Buckwheat,2014,1915966
Buckwheat,2015,2925344
Buckwheat,2016,3055727
Buckwheat,2017,3972882
Buckwheat,2018,2905294
Cabbages and other brassicas,1961,23396193
Cabbages and other brassicas,1962,23054936
Cabbages and other brassicas,1963,23687235
Cabbages and other brassicas,1964,24339879
Cabbages and other brassicas,1965,24360009
Cabbages and other brassicas,1966,25434598
Cabbages and other brassicas,1967,26213896
Cabbages and other brassicas,1968,26552568
Cabbages and other brassicas,1969,26752021
Cabbages and other brassicas,1970,27840539
Cabbages and other brassicas,1971,28182279
Cabbages and other brassicas,1972,27391951
Cabbages and other brassicas,1973,30155180
Cabbages and other brassicas,1974,30392404
Cabbages and other brassicas,1975,31430058
Cabbages and other brassicas,1976,33512623
Cabbages and other brassicas,1977,33004023
Cabbages and other brassicas,1978,37814634
Cabbages and other brassicas,1979,35001686
Cabbages and other brassicas,1980,35813451
Cabbages and other brassicas,1981,36740004
Cabbages and other brassicas,1982,39384485
Cabbages and other brassicas,1983,37817469
Cabbages and other brassicas,1984,41487741
Cabbages and other brassicas,1985,38862639
Cabbages and other brassicas,1986,39991984
Cabbages and other brassicas,1987,38471056
Cabbages and other brassicas,1988,38781483
Cabbages and other brassicas,1989,39089979
Cabbages and other brassicas,1990,39353097
Cabbages and other brassicas,1991,40231691
Cabbages and other brassicas,1992,39220532
Cabbages and other brassicas,1993,42252601
Cabbages and other brassicas,1994,42415101
Cabbages and other brassicas,1995,44938629
Cabbages and other brassicas,1996,48180862
Cabbages and other brassicas,1997,48903206
Cabbages and other brassicas,1998,49772525
Cabbages and other brassicas,1999,53099168
Cabbages and other brassicas,2000,75129034
Cabbages and other brassicas,2001,71340755
Cabbages and other brassicas,2002,68404181
Cabbages and other brassicas,2003,67896087
Cabbages and other brassicas,2004,66435744
Cabbages and other brassicas,2005,65160880
Cabbages and other brassicas,2006,64351748
Cabbages and other brassicas,2007,62393799
Cabbages and other brassicas,2008,64997786
Cabbages and other brassicas,2009,65589738
Cabbages and other brassicas,2010,65910692
Cabbages and other brassicas,2011,69899801
Cabbages and other brassicas,2012,67926978
Cabbages and other brassicas,2013,68793677
Cabbages and other brassicas,2014,70690783
Cabbages and other brassicas,2015,70190424
Cabbages and other brassicas,2016,69790058
Cabbages and other brassicas,2017,70452635
Cabbages and other brassicas,2018,69381555
Canary seed,1961,61026
Canary seed,1962,97842
Canary seed,1963,77619
Canary seed,1964,73052
Canary seed,1965,57906
Canary seed,1966,47408
Canary seed,1967,51933
Canary seed,1968,53691
Canary seed,1969,95780
Canary seed,1970,169588
Canary seed,1971,91066
Canary seed,1972,67823
Canary seed,1973,73249
Canary seed,1974,70066
Canary seed,1975,74175
Canary seed,1976,105632
Canary seed,1977,87370
Canary seed,1978,128853
Canary seed,1979,86067
Canary seed,1980,88603
Canary seed,1981,85291
Canary seed,1982,117265
Canary seed,1983,162021
Canary seed,1984,123721
Canary seed,1985,126316
Canary seed,1986,180857
Canary seed,1987,186296
Canary seed,1988,133065
Canary seed,1989,203704
Canary seed,1990,254245
Canary seed,1991,194317
Canary seed,1992,193466
Canary seed,1993,204372
Canary seed,1994,300753
Canary seed,1995,216382
Canary seed,1996,347375
Canary seed,1997,168783
Canary seed,1998,307289
Canary seed,1999,217034
Canary seed,2000,215063
Canary seed,2001,150073
Canary seed,2002,225499
Canary seed,2003,300208
Canary seed,2004,377926
Canary seed,2005,296417
Canary seed,2006,193605
Canary seed,2007,216630
Canary seed,2008,257834
Canary seed,2009,254879
Canary seed,2010,211128
Canary seed,2011,201917
Canary seed,2012,222475
Canary seed,2013,195412
Canary seed,2014,235133
Canary seed,2015,229569
Canary seed,2016,219956
Canary seed,2017,242190
Canary seed,2018,192896
Carobs,1961,656877
Carobs,1962,600025
Carobs,1963,573335
Carobs,1964,654292
Carobs,1965,653908
Carobs,1966,574265
Carobs,1967,539283
Carobs,1968,528716
Carobs,1969,586274
Carobs,1970,561892
Carobs,1971,486009
Carobs,1972,476425
Carobs,1973,496976
Carobs,1974,435022
Carobs,1975,417401
Carobs,1976,435657
Carobs,1977,352808
Carobs,1978,376516
Carobs,1979,366301
Carobs,1980,362328
Carobs,1981,374163
Carobs,1982,364414
Carobs,1983,339258
Carobs,1984,312409
Carobs,1985,304204
Carobs,1986,321167
Carobs,1987,265803
Carobs,1988,295463
Carobs,1989,266628
Carobs,1990,268006
Carobs,1991,158496
Carobs,1992,154346
Carobs,1993,161292
Carobs,1994,128371
Carobs,1995,146122
Carobs,1996,151155
Carobs,1997,144852
Carobs,1998,154232
Carobs,1999,155969
Carobs,2000,155440
Carobs,2001,126742
Carobs,2002,133530
Carobs,2003,120661
Carobs,2004,114664
Carobs,2005,144685
Carobs,2006,107261
Carobs,2007,122123
Carobs,2008,151475
Carobs,2009,128933
Carobs,2010,127988
Carobs,2011,157419
Carobs,2012,126405
Carobs,2013,114823
Carobs,2014,165328
Carobs,2015,131994
Carobs,2016,133489
Carobs,2017,136008
Carobs,2018,144960
Carrots and turnips,1961,5840894
Carrots and turnips,1962,6088449
Carrots and turnips,1963,6718940
Carrots and turnips,1964,6754191
Carrots and turnips,1965,6663877
Carrots and turnips,1966,7136754
Carrots and turnips,1967,7340143
Carrots and turnips,1968,7510276
Carrots and turnips,1969,7799036
Carrots and turnips,1970,7852908
Carrots and turnips,1971,7902933
Carrots and turnips,1972,7956171
Carrots and turnips,1973,8649520
Carrots and turnips,1974,8756035
Carrots and turnips,1975,8587045
Carrots and turnips,1976,8614255
Carrots and turnips,1977,9859316
Carrots and turnips,1978,10233208
Carrots and turnips,1979,9955006
Carrots and turnips,1980,10441381
Carrots and turnips,1981,10757288
Carrots and turnips,1982,11238761
Carrots and turnips,1983,10970533
Carrots and turnips,1984,12476661
Carrots and turnips,1985,12070467
Carrots and turnips,1986,12599358
Carrots and turnips,1987,13118209
Carrots and turnips,1988,13274988
Carrots and turnips,1989,13568825
Carrots and turnips,1990,13665672
Carrots and turnips,1991,14688249
Carrots and turnips,1992,15254336
Carrots and turnips,1993,16159138
Carrots and turnips,1994,16633492
Carrots and turnips,1995,17455120
Carrots and turnips,1996,18944397
Carrots and turnips,1997,20031332
Carrots and turnips,1998,20044886
Carrots and turnips,1999,20848070
Carrots and turnips,2000,21961873
Carrots and turnips,2001,22242003
Carrots and turnips,2002,23099001
Carrots and turnips,2003,25220820
Carrots and turnips,2004,26230847
Carrots and turnips,2005,27659745
Carrots and turnips,2006,29064040
Carrots and turnips,2007,30524099
Carrots and turnips,2008,33892377
Carrots and turnips,2009,34558734
Carrots and turnips,2010,34964879
Carrots and turnips,2011,36580908
Carrots and turnips,2012,37298123
Carrots and turnips,2013,38063733
Carrots and turnips,2014,38699228
Carrots and turnips,2015,41283861
Carrots and turnips,2016,42576346
Carrots and turnips,2017,40316041
Carrots and turnips,2018,39996287
"Cashew nuts, with shell",1961,287535
"Cashew nuts, with shell",1962,324895
"Cashew nuts, with shell",1963,349088
"Cashew nuts, with shell",1964,383437
"Cashew nuts, with shell",1965,386303
"Cashew nuts, with shell",1966,381318
"Cashew nuts, with shell",1967,387776
"Cashew nuts, with shell",1968,483538
"Cashew nuts, with shell",1969,452676
"Cashew nuts, with shell",1970,511939
"Cashew nuts, with shell",1971,558846
"Cashew nuts, with shell",1972,558142
"Cashew nuts, with shell",1973,624348
"Cashew nuts, with shell",1974,585246
"Cashew nuts, with shell",1975,563785
"Cashew nuts, with shell",1976,507534
"Cashew nuts, with shell",1977,519619
"Cashew nuts, with shell",1978,488642
"Cashew nuts, with shell",1979,457681
"Cashew nuts, with shell",1980,464195
"Cashew nuts, with shell",1981,494157
"Cashew nuts, with shell",1982,488361
"Cashew nuts, with shell",1983,474989
"Cashew nuts, with shell",1984,501405
"Cashew nuts, with shell",1985,574013
"Cashew nuts, with shell",1986,617266
"Cashew nuts, with shell",1987,614274
"Cashew nuts, with shell",1988,682583
"Cashew nuts, with shell",1989,743835
"Cashew nuts, with shell",1990,826939
"Cashew nuts, with shell",1991,1014589
"Cashew nuts, with shell",1992,944160
"Cashew nuts, with shell",1993,1052973
"Cashew nuts, with shell",1994,1190596
"Cashew nuts, with shell",1995,1299546
"Cashew nuts, with shell",1996,1394022
"Cashew nuts, with shell",1997,1527461
"Cashew nuts, with shell",1998,1433478
"Cashew nuts, with shell",1999,1859148
"Cashew nuts, with shell",2000,2076953
"Cashew nuts, with shell",2001,2088609
"Cashew nuts, with shell",2002,2378082
"Cashew nuts, with shell",2003,2609894
"Cashew nuts, with shell",2004,2928419
"Cashew nuts, with shell",2005,3226536
"Cashew nuts, with shell",2006,3543090
"Cashew nuts, with shell",2007,3726232
"Cashew nuts, with shell",2008,4023765
"Cashew nuts, with shell",2009,4069688
"Cashew nuts, with shell",2010,3990480
"Cashew nuts, with shell",2011,4162075
"Cashew nuts, with shell",2012,3949779
"Cashew nuts, with shell",2013,3806437
"Cashew nuts, with shell",2014,3686921
"Cashew nuts, with shell",2015,4413363
"Cashew nuts, with shell",2016,4058545
"Cashew nuts, with shell",2017,5270048
"Cashew nuts, with shell",2018,5932507
Cashewapple,1961,300550
Cashewapple,1962,360961
Cashewapple,1963,415388
Cashewapple,1964,385816
Cashewapple,1965,421244
Cashewapple,1966,420770
Cashewapple,1967,489448
Cashewapple,1968,536004
Cashewapple,1969,538717
Cashewapple,1970,496762
Cashewapple,1971,635464
Cashewapple,1972,586774
Cashewapple,1973,479320
Cashewapple,1974,574982
Cashewapple,1975,564129
Cashewapple,1976,718789
Cashewapple,1977,769273
Cashewapple,1978,1020438
Cashewapple,1979,686601
Cashewapple,1980,770914
Cashewapple,1981,846229
Cashewapple,1982,1053663
Cashewapple,1983,466134
Cashewapple,1984,1243738
Cashewapple,1985,1264175
Cashewapple,1986,942276
Cashewapple,1987,1165747
Cashewapple,1988,1223000
Cashewapple,1989,1377000
Cashewapple,1990,1476106
Cashewapple,1991,1640858
Cashewapple,1992,1788000
Cashewapple,1993,1850499
Cashewapple,1994,1705000
Cashewapple,1995,1759788
Cashewapple,1996,1813932
Cashewapple,1997,1868000
Cashewapple,1998,1623752
Cashewapple,1999,1675566
Cashewapple,2000,1780211
Cashewapple,2001,1730984
Cashewapple,2002,1788138
Cashewapple,2003,1789666
Cashewapple,2004,1798096
Cashewapple,2005,1841449
Cashewapple,2006,1849605
Cashewapple,2007,1938901
Cashewapple,2008,1976894
Cashewapple,2009,2009192
Cashewapple,2010,1998640
Cashewapple,2011,2023560
Cashewapple,2012,1986186
Cashewapple,2013,1963758
Cashewapple,2014,1922194
Cashewapple,2015,1788383
Cashewapple,2016,1574050
Cashewapple,2017,1395857
Cashewapple,2018,1711009
Cassava,1961,71259839
Cassava,1962,74636680
Cassava,1963,77975688
Cassava,1964,82429399
Cassava,1965,85582843
Cassava,1966,84718809
Cassava,1967,88630176
Cassava,1968,93090059
Cassava,1969,95325330
Cassava,1970,98589699
Cassava,1971,98756434
Cassava,1972,101261515
Cassava,1973,101734795
Cassava,1974,104370567
Cassava,1975,110398445
Cassava,1976,113892497
Cassava,1977,118605256
Cassava,1978,123308473
Cassava,1979,119745423
Cassava,1980,124135066
Cassava,1981,127513877
Cassava,1982,128849568
Cassava,1983,126886287
Cassava,1984,133239818
Cassava,1985,135852865
Cassava,1986,134228164
Cassava,1987,138134704
Cassava,1988,144878275
Cassava,1989,152885746
Cassava,1990,152378682
Cassava,1991,160406516
Cassava,1992,162004349
